47.420929	52.320484	42.119419	-49.779949	39.609901	41.783657	52.070515	57.082138	-47.357655	47.102978	53.966351	-39.345165	-48.001270	51.128750	38.893734	-47.826111	-41.003895	-47.910614	53.227310	-53.142250	-46.128700	48.909466	50.661995	-49.431343	-42.942287	31.501383	48.060310	-43.553677	-49.415222	-44.416107	-56.437836	27.412609	42.832081	43.708092	47.934074	41.777710	-38.103249	-53.146515	50.061165	-53.826687	56.309853	43.837902	-49.531151	-53.809185	-53.179008	57.038639	-54.534916	40.536945	-49.477661	-44.676853	48.346596	43.442112	40.832565	-50.659706	-21.306067	41.645142	-44.676498	54.098076	52.460514	52.792713	-29.129704	43.264210	55.732925	43.656986	46.265842	46.357227	42.528046	38.296116	44.902615	46.779602	51.932640	32.598522	41.531303	44.341759	43.031906	4.621132	-48.579247	-42.891167	50.120243	-38.915180	49.933922	-47.044464	50.803661	-37.050644	48.687138	-41.404228	-44.935452	-39.940891	-45.251232	50.702953	46.269737	49.037182	-48.833832	48.689972	45.177761	42.035385	50.834782	45.631279	-51.823914	-40.976135	45.779583	36.668327	-41.328133	49.779602	45.518707	-56.397495	-51.559254	-43.266788	-25.905869	45.098518	46.144745	46.895546	53.322792	49.525398	42.482433	11.788809	44.391682	-48.854347	-37.473183	-42.630074	-55.549873	-38.318214	48.673809	44.766846	-37.870842	-45.133373	52.454353	-50.907383
9.686679	10.818380	8.678749	-10.233145	8.169384	8.667514	10.776200	11.652096	-9.723726	9.701263	11.072897	-8.122169	-9.849032	10.422503	8.016306	-9.841553	-8.324836	-9.710243	10.832174	-10.797902	-9.450469	10.119972	10.433780	-10.255613	-8.943384	6.447683	10.068084	-9.060892	-10.129560	-8.993857	-11.494915	5.660456	8.854618	8.999756	9.787609	8.668537	-7.829160	-10.912938	10.244659	-11.086324	11.506912	9.055097	-10.108546	-10.869546	-10.867617	11.669916	-11.179244	8.455193	-10.102405	-9.207905	9.818069	8.936750	8.332708	-10.368531	-4.582417	8.581889	-9.275370	11.025252	10.693144	10.876426	-6.081280	8.966419	11.558697	9.005344	9.567238	9.504262	8.729335	7.884477	9.211541	9.604161	10.679367	6.884916	8.437374	8.960338	8.982201	0.933725	-9.894445	-8.884439	10.253006	-7.837926	10.382101	-9.763298	10.470116	-7.713544	9.940580	-8.437179	-9.371699	-8.066179	-9.218903	10.449272	9.540653	9.935257	-10.061493	9.925156	9.406162	8.554291	10.480921	9.479359	-10.681767	-8.443473	9.357297	7.567239	-8.438870	10.300999	9.360390	-11.585311	-10.447948	-8.974228	-5.366089	9.343097	9.482325	9.475100	10.828629	10.183666	8.723486	2.510669	9.198761	-10.122208	-7.722460	-8.743288	-11.218801	-7.811584	9.909344	9.226353	-7.835099	-9.034237	10.666595	-10.473108
8.393642	9.327072	7.537404	-8.774010	7.132013	7.536700	9.344198	9.965995	-8.487864	8.397598	9.680898	-6.996294	-8.492417	8.974217	6.942128	-8.633601	-7.242530	-8.381672	9.315651	-9.242572	-8.146843	8.753188	8.925978	-8.818794	-7.712689	5.491995	8.625834	-7.847775	-8.737802	-7.748941	-9.930897	4.944163	7.615442	7.875477	8.555599	7.540331	-6.802498	-9.462601	8.787177	-9.656521	10.024026	7.812938	-8.761456	-9.437250	-9.358947	10.003420	-9.598845	7.335026	-8.694323	-7.993952	8.512772	7.778168	7.232418	-9.016505	-3.984769	7.355160	-8.030578	9.533705	9.288199	9.414011	-5.255600	7.795506	9.958840	7.875429	8.257093	8.319006	7.592934	6.874264	7.989801	8.317228	9.272354	5.983404	7.281172	7.723398	7.774386	0.888806	-8.549087	-7.701871	8.817391	-6.705198	8.956648	-8.365997	9.070166	-6.710978	8.679289	-7.354794	-8.102813	-7.080898	-7.961604	8.960363	8.220612	8.620478	-8.642330	8.600637	8.239768	7.377678	9.008526	8.179845	-9.251989	-7.285481	8.115973	6.637040	-7.251648	8.911638	8.072803	-10.009359	-8.971110	-7.738197	-4.708837	8.077431	8.226463	8.160472	9.417295	8.844587	7.745118	2.267103	7.935407	-8.730447	-6.700582	-7.598490	-9.662458	-6.791559	8.585443	8.048298	-6.853930	-7.878814	9.241951	-9.113930
9.185085	10.249233	8.240338	-9.693960	7.747264	8.224559	10.209314	11.034871	-9.211963	9.207720	10.497411	-7.691102	-9.332767	9.879368	7.599622	-9.332028	-7.906475	-9.187763	10.279915	-10.228338	-8.942797	9.597944	9.876665	-9.725397	-8.479779	6.113970	9.549769	-8.587394	-9.601130	-8.520185	-10.895948	5.381102	8.385144	8.537951	9.267940	8.247544	-7.420461	-10.353137	9.711288	-10.514864	10.897901	8.575245	-9.597011	-10.295056	-10.321152	11.068364	-10.591335	8.015676	-9.582275	-8.729342	9.317172	8.476197	7.898896	-9.824316	-4.365438	8.147102	-8.784908	10.443761	10.129088	10.311541	-5.783288	8.496622	10.954178	8.547718	9.071159	9.021128	8.280170	7.462131	8.737039	9.106574	10.128145	6.533778	8.001435	8.489048	8.509342	0.883644	-9.375822	-8.434526	9.722676	-7.408087	9.849409	-9.258502	9.935919	-7.326748	9.413658	-7.996766	-8.892706	-7.648540	-8.742617	9.896510	9.030621	9.428405	-9.535872	9.416027	8.928931	8.117376	9.926576	8.982730	-10.144216	-8.004062	8.866300	7.166776	-7.999071	9.771522	8.875893	-10.980563	-9.894899	-8.508317	-5.084371	8.854640	8.989413	8.978816	10.264589	9.654511	8.275688	2.357773	8.712637	-9.602493	-7.332314	-8.271753	-10.628993	-7.403004	9.384312	8.744122	-7.434981	-8.583890	10.092299	-9.929436
86.312401	95.043198	76.512360	-90.490524	71.708504	75.807137	94.852669	104.242477	-86.229225	85.115608	97.984299	-71.370613	-87.158653	93.085571	70.135452	-86.903702	-74.559273	-87.441765	97.261017	-96.887627	-84.189636	89.066612	92.132263	-89.844894	-77.637619	56.957111	87.358032	-79.158043	-89.990738	-80.873268	-102.801605	49.336185	77.718849	79.148361	87.327057	75.740738	-68.880318	-96.455193	90.938057	-97.826698	102.587929	79.741203	-89.987953	-97.829224	-96.771286	103.747513	-99.587685	73.467476	-89.808823	-81.247986	87.941643	78.929962	74.424171	-91.845612	-38.297493	75.716331	-81.371750	98.358948	95.523941	96.408890	-52.438412	78.468384	101.482780	79.025902	83.903000	84.225578	77.233223	69.317169	81.893501	85.040466	94.685860	58.935532	75.489037	80.689705	78.198364	7.832270	-88.230797	-78.109818	90.864761	-70.985077	90.862564	-85.454193	92.255882	-67.171837	88.569633	-75.429184	-81.625877	-72.688721	-82.260025	92.188118	84.130959	89.352234	-88.912247	88.265633	82.256485	76.285431	92.375427	83.229462	-94.191422	-74.311050	83.130272	66.753960	-75.114365	90.548378	82.569260	-102.693268	-93.907898	-78.483910	-46.766457	81.984039	83.805435	85.690735	96.643890	89.968361	76.905396	21.137791	80.605164	-88.464424	-67.860344	-77.622398	-100.916077	-69.799057	88.601761	81.124229	-68.671021	-82.044220	95.280106	-92.801849
8.263447	9.256994	7.463952	-8.720361	7.006149	7.427247	9.211621	9.917541	-8.378384	8.253618	9.550423	-6.965396	-8.453687	8.895415	6.867774	-8.529756	-7.155105	-8.308006	9.202221	-9.118057	-8.026918	8.678976	8.822017	-8.758129	-7.638135	5.410038	8.529585	-7.739413	-8.616614	-7.656808	-9.777348	4.923270	7.570155	7.785894	8.480230	7.467721	-6.769682	-9.347090	8.687486	-9.572822	9.897751	7.723901	-8.647203	-9.296556	-9.267315	9.923186	-9.538148	7.274224	-8.591648	-7.914013	8.405601	7.703622	7.176442	-8.894707	-3.968328	7.276847	-7.944949	9.391415	9.177404	9.324694	-5.245568	7.728040	9.831684	7.799548	8.159357	8.193303	7.493458	6.769590	7.907269	8.232574	9.141387	5.960312	7.223465	7.628147	7.714522	0.884503	-8.422321	-7.632264	8.766033	-6.604071	8.896389	-8.334410	9.002082	-6.688063	8.594408	-7.235234	-7.987477	-6.984592	-7.901710	8.885310	8.140620	8.525593	-8.588156	8.521491	8.081493	7.351587	8.930160	8.088013	-9.144945	-7.214749	8.041119	6.549210	-7.181240	8.804925	7.985155	-9.882096	-8.833102	-7.658663	-4.622261	8.023907	8.154936	8.111067	9.308056	8.710795	7.637990	2.236442	7.843916	-8.662397	-6.641061	-7.499659	-9.545650	-6.700060	8.440903	7.942616	-6.784957	-7.758692	9.141106	-9.000538
39.150787	43.246040	34.806541	-41.013832	32.814133	34.538612	43.022728	47.016106	-39.093689	38.849583	44.501335	-32.480816	-39.609486	42.146599	32.102783	-39.576496	-33.811760	-39.497726	43.945835	-43.672081	-38.061310	40.364597	41.820923	-40.810188	-35.421879	25.959801	39.748505	-36.023678	-40.756699	-36.611267	-46.358017	22.690170	35.381420	36.191616	39.577076	34.508629	-31.412464	-43.872429	41.323235	-44.463516	46.565147	36.181221	-40.924019	-44.362389	-43.862968	47.022503	-44.971443	33.471409	-40.830452	-36.928005	39.737709	35.857498	33.775024	-41.902611	-17.817833	34.399330	-37.025814	44.726906	43.219616	43.675304	-24.089455	35.800293	45.897987	36.184681	38.280510	38.299652	35.106682	31.558277	37.076553	38.578777	42.866390	26.957750	34.238899	36.615807	35.645123	3.982620	-40.028427	-35.422775	41.401821	-32.099857	41.273205	-38.895874	42.030373	-30.659307	40.309708	-34.193298	-37.093632	-33.018990	-37.358711	41.859524	38.301052	40.399666	-40.261768	40.170250	37.344769	34.694633	42.072605	37.686279	-42.744865	-33.812313	37.832077	30.319910	-34.153358	41.040092	37.583179	-46.579998	-42.489532	-35.773224	-21.498280	37.331772	38.100685	38.649467	43.991661	40.895863	35.127197	9.863839	36.714294	-40.374596	-30.981937	-35.260086	-45.819130	-31.625462	40.102032	36.987812	-31.400986	-37.243851	43.369324	-42.045704
1.155743	1.302268	1.099280	-1.244681	1.047312	1.072208	1.374740	1.331304	-1.201919	1.222078	1.321007	-0.978094	-1.195265	1.275771	0.995389	-1.265381	-0.990532	-1.168129	1.281522	-1.279600	-1.196119	1.191669	1.223825	-1.231569	-1.133959	0.786849	1.235607	-1.097245	-1.234943	-1.037266	-1.298424	0.673753	1.087932	1.154774	1.235802	1.114199	-1.082380	-1.357404	1.286032	-1.425611	1.369695	1.141794	-1.227430	-1.325945	-1.269386	1.373994	-1.363129	1.063020	-1.177787	-1.159810	1.191807	1.141366	1.069494	-1.339995	-0.655067	1.043341	-1.172099	1.337520	1.254631	1.345282	-0.823263	1.197807	1.440540	1.160599	1.168286	1.210675	1.085588	0.992526	1.123688	1.212222	1.302874	0.956115	1.041292	1.014262	1.144736	0.157392	-1.163844	-1.148641	1.223983	-0.919100	1.234092	-1.157917	1.324347	-1.067552	1.210824	-1.045481	-1.192066	-0.980272	-1.159850	1.227278	1.174536	1.163552	-1.213868	1.234293	1.199935	1.137434	1.310552	1.162359	-1.276530	-1.096839	1.206425	0.981365	-1.074089	1.260297	1.113093	-1.400132	-1.179801	-1.152987	-0.800432	1.152077	1.199134	1.083244	1.338746	1.294298	1.167398	0.366508	1.175009	-1.273642	-0.942452	-1.127619	-1.262568	-0.984211	1.170419	1.171990	-0.962547	-1.056398	1.273337	-1.278571
30.695414	33.818821	27.304762	-32.075397	25.711063	27.049940	33.662533	36.677292	-30.589882	30.456522	34.797184	-25.508871	-31.136606	32.890842	25.257318	-31.026615	-26.466127	-30.865734	34.302715	-34.024628	-29.728285	31.572338	32.658615	-32.070873	-27.761110	20.386505	31.208942	-28.178522	-31.935673	-28.600101	-36.226646	17.854790	27.688311	28.391804	31.048752	27.039003	-24.644743	-34.399460	32.289524	-34.783218	36.366940	28.289280	-32.065620	-34.741249	-34.276352	36.669540	-35.131950	26.218307	-31.944218	-28.900965	31.131626	28.079845	26.403074	-32.855545	-14.041378	26.933887	-29.004494	34.977280	33.762901	34.171211	-18.815866	27.998791	35.914146	28.372541	29.987890	29.975227	27.518511	24.771357	28.956142	30.172363	33.531570	21.200565	26.811552	28.648823	27.932076	3.194945	-31.315689	-27.729452	32.406788	-24.962524	32.272305	-30.400255	32.904690	-24.130226	31.482000	-26.815771	-28.999905	-25.837658	-29.225004	32.732533	29.927664	31.557888	-31.416443	31.419022	29.262089	27.091835	32.948887	29.394753	-33.464462	-26.455168	29.607552	23.732246	-26.710527	32.099922	29.441795	-36.419106	-33.166866	-28.008242	-16.980452	29.145803	29.876053	30.186872	34.413849	31.963627	27.627270	7.859316	28.639843	-31.688995	-24.276697	-27.618017	-35.818542	-24.688755	31.357529	29.047569	-24.651886	-29.110279	33.835766	-32.881386
1.388014	1.549159	1.300887	-1.502016	1.253288	1.312164	1.653015	1.572596	-1.469704	1.440851	1.572788	-1.166817	-1.462633	1.539375	1.201228	-1.495117	-1.236883	-1.397022	1.555498	-1.532351	-1.429726	1.397494	1.468570	-1.479397	-1.360385	0.985098	1.458353	-1.327596	-1.484852	-1.243593	-1.595224	0.803209	1.298207	1.370225	1.485703	1.330175	-1.325779	-1.564908	1.527528	-1.688027	1.660533	1.375128	-1.475901	-1.579462	-1.538557	1.661620	-1.623855	1.250579	-1.434189	-1.407394	1.430949	1.355040	1.282146	-1.580754	-0.781702	1.224241	-1.422896	1.602947	1.506682	1.607582	-0.966859	1.399111	1.720434	1.352043	1.430602	1.432542	1.272665	1.181681	1.367076	1.453236	1.551713	1.136493	1.239422	1.245714	1.390449	0.189317	-1.431835	-1.350635	1.453448	-1.117742	1.489644	-1.440345	1.596154	-1.295802	1.454959	-1.276186	-1.425908	-1.187610	-1.400489	1.488045	1.400874	1.411122	-1.419973	1.471746	1.419558	1.354202	1.560646	1.395582	-1.516777	-1.282114	1.408343	1.153394	-1.285948	1.466404	1.372932	-1.685933	-1.421972	-1.368076	-0.955329	1.397725	1.416625	1.320383	1.595446	1.559952	1.397303	0.399389	1.396989	-1.497629	-1.133946	-1.331731	-1.567583	-1.185288	1.450821	1.386625	-1.158161	-1.266847	1.538283	-1.544827
